SAO PAULO-SP,355030 ,AVEIRO-PA,150100 ,"2.403,8"
SAO PAULO-SP,355030 ,AVELINO LOPES-PI,220110 ,"1.516,8"
SAO PAULO-SP,355030 ,AXIXA-MA,210110 ,"2.317,7"
SAO PAULO-SP,355030 ,BABACULANDIA-TO,170300 ,"1.819,1"
SAO PAULO-SP,355030 ,BACABAL-MA,210120 ,"2.156,2"
SAO PAULO-SP,355030 ,BADY BASSITT-SP,350460 ,"409,2"
SAO PAULO-SP,355030 ,BAEPENDI-MG,310490 ,"251,0"
SAO PAULO-SP,355030 ,BAGE-RS,430160 ,"1.136,7"
SAO PAULO-SP,355030 ,BAIA DA TRAICAO-PB,250140 ,"2.251,7"
SAO PAULO-SP,355030 ,BAIXA GRANDE-BA,290260 ,"1.458,0"
SAO PAULO-SP,355030 ,BAIXO GUANDU-ES,320080 ,"733,3"
SAO PAULO-SP,355030 ,BALBINOS-SP,350470 ,"333,3"
SAO PAULO-SP,355030 ,BALNEARIO BARRA DO SUL-SC,420205 ,"381,4"
SAO PAULO-SP,355030 ,BALNEARIO CAMBORIU-SC,420200 ,"433,9"
SAO PAULO-SP,355030 ,BALNEARIO PICARRAS-SC,421280 ,"413,4"
SAO PAULO-SP,355030 ,BALSAMO-SP,350480 ,"434,6"
SAO PAULO-SP,355030 ,BALSAS-MA,210140 ,"1.780,4"
SAO PAULO-SP,355030 ,BAMBUI-MG,310510 ,"397,0"
SAO PAULO-SP,355030 ,BANABUIU-CE,230185 ,"2.189,4"
SAO PAULO-SP,355030 ,BANANAL-SP,350490 ,"254,6"
SAO PAULO-SP,355030 ,BANANEIRAS-PB,250150 ,"2.206,5"
SAO PAULO-SP,355030 ,BANDEIRA DO SUL-MG,310530 ,"202,1"
SAO PAULO-SP,355030 ,BANDEIRA-MG,310520 ,"1.062,2"
SAO PAULO-SP,355030 ,BANDEIRANTES-MS,500150 ,"892,2"
SAO PAULO-SP,355030 ,BANDEIRANTES-PR,410240 ,"383,9"
SAO PAULO-SP,355030 ,BANZAE-BA,290265 ,"1.672,5"
SAO PAULO-SP,355030 ,BARAO DE ANTONINA-SP,350500 ,"298,2"
SAO PAULO-SP,355030 ,BARAO DE GRAJAU-MA,210150 ,"1.906,3"
SAO PAULO-SP,355030 ,BARAO DE MONTE ALTO-MG,310550 ,"519,2"
SAO PAULO-SP,355030 ,BARBACENA-MG,310560 ,"391,3"
SAO PAULO-SP,355030 ,BARBALHA-CE,230190 ,"1.967,8"
SAO PAULO-SP,355030 ,BARBOSA FERRAZ-PR,410250 ,"548,6"
SAO PAULO-SP,355030 ,BARBOSA-SP,350510 ,"423,7"
SAO PAULO-SP,355030 ,BARCARENA-PA,150130 ,"2.457,9"
SAO PAULO-SP,355030 ,BARCELOS-AM,130040 ,"3.061,6"
SAO PAULO-SP,355030 ,BARIRI-SP,350520 ,"270,0"
SAO PAULO-SP,355030 ,BARRA BONITA-SP,350530 ,"228,0"
SAO PAULO-SP,355030 ,BARRA DA ESTIVA-BA,290280 ,"1.235,2"
SAO PAULO-SP,355030 ,BARRA DE SANTANA-PB,250157 ,"2.112,3"
SAO PAULO-SP,355030 ,BARRA DE SAO FRANCISCO-ES,320090 ,"797,9"
SAO PAULO-SP,355030 ,BARRA DO BUGRES-MT,510170 ,"1.451,7"
SAO PAULO-SP,355030 ,BARRA DO CHAPEU-SP,350535 ,"263,8"
SAO PAULO-SP,355030 ,BARRA DO CHOCA-BA,290290 ,"1.154,5"
SAO PAULO-SP,355030 ,BARRA DO CORDA-MA,210160 ,"2.011,0"
SAO PAULO-SP,355030 ,BARRA DO GARCAS-MT,510180 ,"1.034,4"
SAO PAULO-SP,355030 ,BARRA DO GUARITA-RS,430185 ,"818,6"
SAO PAULO-SP,355030 ,BARRA DO JACARE-PR,410270 ,"364,9"
SAO PAULO-SP,355030 ,BARRA DO MENDES-BA,290300 ,"1.390,5"
SAO PAULO-SP,355030 ,BARRA DO PIRAI-RJ,330030 ,"311,1"
SAO PAULO-SP,355030 ,BARRA DO TURVO-SP,350540 ,"233,0"
SAO PAULO-SP,355030 ,BARRA DOS COQUEIROS-SE,280060 ,"1.734,6"
SAO PAULO-SP,355030 ,BARRA MANSA-RJ,330040 ,"274,9"
SAO PAULO-SP,355030 ,BARRA VELHA-SC,420210 ,"402,4"
SAO PAULO-SP,355030 ,BARRA-BA,290270 ,"1.432,6"
SAO PAULO-SP,355030 ,BARRAS-PI,220120 ,"2.194,9"
SAO PAULO-SP,355030 ,BARREIRA-CE,230195 ,"2.305,5"
SAO PAULO-SP,355030 ,BARREIRAS-BA,290320 ,"1.278,2"
SAO PAULO-SP,355030 ,BARREIRINHAS-MA,210170 ,"2.346,2"
SAO PAULO-SP,355030 ,BARREIROS-PE,260140 ,"2.040,6"
SAO PAULO-SP,355030 ,BARRETOS-SP,350550 ,"386,5"
SAO PAULO-SP,355030 ,BARRINHA-SP,350560 ,"304,4"
SAO PAULO-SP,355030 ,BARRO ALTO-BA,290323 ,"1.401,4"
SAO PAULO-SP,355030 ,BARRO PRETO-BA,290330 ,"1.228,3"
SAO PAULO-SP,355030 ,BARRO-CE,230200 ,"2.003,7"
SAO PAULO-SP,355030 ,BARROCAS-BA,290327 ,"1.556,2"
SAO PAULO-SP,355030 ,BARROSO-MG,310590 ,"378,2"
SAO PAULO-SP,355030 ,BARUERI-SP,350570 ,"24,6"
SAO PAULO-SP,355030 ,BASTOS-SP,350580 ,"456,7"
SAO PAULO-SP,355030 ,BATAGUASSU-MS,500190 ,"626,9"
SAO PAULO-SP,355030 ,BATALHA-AL,270070 ,"1.842,4"
SAO PAULO-SP,355030 ,BATALHA-PI,220150 ,"2.224,1"
SAO PAULO-SP,355030 ,BATATAIS-SP,350590 ,"309,5"
SAO PAULO-SP,355030 ,BATAYPORA-MS,500200 ,"692,9"
SAO PAULO-SP,355030 ,BATURITE-CE,230210 ,"2.292,3"
SAO PAULO-SP,355030 ,BAURU-SP,350600 ,"284,4"
SAO PAULO-SP,355030 ,BAYEUX-PB,250180 ,"2.211,9"
SAO PAULO-SP,355030 ,BEBEDOURO-SP,350610 ,"344,1"
SAO PAULO-SP,355030 ,BEBERIBE-CE,230220 ,"2.338,2"
SAO PAULO-SP,355030 ,BELA CRUZ-CE,230230 ,"2.381,6"
